source_json,category,filename,status,log
New_Benchmarks\LFR-TestCases\distribute-expressions\dist_expression1\dist_expression1_fromLFR.json,LFR-TestCases/distribute-expressions/dist_expression1,dist_expression1_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\distribute-expressions__dist_expression1__dist_expression1_fromLFR.log
New_Benchmarks\LFR-TestCases\distribute-expressions\dist_expression2\dist_expression2_fromLFR.json,LFR-TestCases/distribute-expressions/dist_expression2,dist_expression2_fromLFR,FAIL:1,Benchmarks\LFR-TestCases\run_logs_20260611_200650\distribute-expressions__dist_expression2__dist_expression2_fromLFR.log
New_Benchmarks\LFR-TestCases\distribute-expressions\dist_expression3\dist_expression3_fromLFR.json,LFR-TestCases/distribute-expressions/dist_expression3,dist_expression3_fromLFR,FAIL:1,Benchmarks\LFR-TestCases\run_logs_20260611_200650\distribute-expressions__dist_expression3__dist_expression3_fromLFR.log
New_Benchmarks\LFR-TestCases\distribute-library\cell_traps_4\cell_traps_4_fromLFR.json,LFR-TestCases/distribute-library/cell_traps_4,cell_traps_4_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\distribute-library__cell_traps_4__cell_traps_4_fromLFR.log
New_Benchmarks\LFR-TestCases\distribute-library\hv_storage_grid_04\hv_storage_grid_04_fromLFR.json,LFR-TestCases/distribute-library/hv_storage_grid_04,hv_storage_grid_04_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\distribute-library__hv_storage_grid_04__hv_storage_grid_04_fromLFR.log
New_Benchmarks\LFR-TestCases\distribute-library\hv_storage_grid_08\hv_storage_grid_08_fromLFR.json,LFR-TestCases/distribute-library/hv_storage_grid_08,hv_storage_grid_08_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\distribute-library__hv_storage_grid_08__hv_storage_grid_08_fromLFR.log
New_Benchmarks\LFR-TestCases\distribute-library\hv_storage_grid_16\hv_storage_grid_16_fromLFR.json,LFR-TestCases/distribute-library/hv_storage_grid_16,hv_storage_grid_16_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\distribute-library__hv_storage_grid_16__hv_storage_grid_16_fromLFR.log
New_Benchmarks\LFR-TestCases\distribute-library\hv_storage_grid_32\hv_storage_grid_32_fromLFR.json,LFR-TestCases/distribute-library/hv_storage_grid_32,hv_storage_grid_32_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\distribute-library__hv_storage_grid_32__hv_storage_grid_32_fromLFR.log
New_Benchmarks\LFR-TestCases\distribute-library\hv_storage_grid_64\hv_storage_grid_64_fromLFR.json,LFR-TestCases/distribute-library/hv_storage_grid_64,hv_storage_grid_64_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\distribute-library__hv_storage_grid_64__hv_storage_grid_64_fromLFR.log
New_Benchmarks\LFR-TestCases\distribute-library\mux_02_in\mux_02_in_fromLFR.json,LFR-TestCases/distribute-library/mux_02_in,mux_02_in_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\distribute-library__mux_02_in__mux_02_in_fromLFR.log
New_Benchmarks\LFR-TestCases\distribute-library\mux_02_out\mux_02_out_fromLFR.json,LFR-TestCases/distribute-library/mux_02_out,mux_02_out_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\distribute-library__mux_02_out__mux_02_out_fromLFR.log
New_Benchmarks\LFR-TestCases\distribute-library\mux_04_in\mux_04_in_fromLFR.json,LFR-TestCases/distribute-library/mux_04_in,mux_04_in_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\distribute-library__mux_04_in__mux_04_in_fromLFR.log
New_Benchmarks\LFR-TestCases\distribute-library\mux_04_out\mux_04_out_fromLFR.json,LFR-TestCases/distribute-library/mux_04_out,mux_04_out_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\distribute-library__mux_04_out__mux_04_out_fromLFR.log
New_Benchmarks\LFR-TestCases\distribute-library\mux_08_in\mux_08_in_fromLFR.json,LFR-TestCases/distribute-library/mux_08_in,mux_08_in_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\distribute-library__mux_08_in__mux_08_in_fromLFR.log
New_Benchmarks\LFR-TestCases\distribute-library\mux_08_out\mux_08_out_fromLFR.json,LFR-TestCases/distribute-library/mux_08_out,mux_08_out_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\distribute-library__mux_08_out__mux_08_out_fromLFR.log
New_Benchmarks\LFR-TestCases\distribute-library\mux_16_in\mux_16_in_fromLFR.json,LFR-TestCases/distribute-library/mux_16_in,mux_16_in_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\distribute-library__mux_16_in__mux_16_in_fromLFR.log
New_Benchmarks\LFR-TestCases\distribute-library\mux_16_out\mux_16_out_fromLFR.json,LFR-TestCases/distribute-library/mux_16_out,mux_16_out_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\distribute-library__mux_16_out__mux_16_out_fromLFR.log
New_Benchmarks\LFR-TestCases\distribute-library\mux_32_in\mux_32_in_fromLFR.json,LFR-TestCases/distribute-library/mux_32_in,mux_32_in_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\distribute-library__mux_32_in__mux_32_in_fromLFR.log
New_Benchmarks\LFR-TestCases\distribute-library\mux_32_out\mux_32_out_fromLFR.json,LFR-TestCases/distribute-library/mux_32_out,mux_32_out_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\distribute-library__mux_32_out__mux_32_out_fromLFR.log
New_Benchmarks\LFR-TestCases\distribute-library\mux_64_in\mux_64_in_fromLFR.json,LFR-TestCases/distribute-library/mux_64_in,mux_64_in_fromLFR,TIMEOUT,Benchmarks\LFR-TestCases\run_logs_20260611_200650\distribute-library__mux_64_in__mux_64_in_fromLFR.log
New_Benchmarks\LFR-TestCases\distribute-library\mux_64_out\mux_64_out_fromLFR.json,LFR-TestCases/distribute-library/mux_64_out,mux_64_out_fromLFR,TIMEOUT,Benchmarks\LFR-TestCases\run_logs_20260611_200650\distribute-library__mux_64_out__mux_64_out_fromLFR.log
New_Benchmarks\LFR-TestCases\distribute-library\single_storage_grid_01\single_storage_grid_01_fromLFR.json,LFR-TestCases/distribute-library/single_storage_grid_01,single_storage_grid_01_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\distribute-library__single_storage_grid_01__single_storage_grid_01_fromLFR.log
New_Benchmarks\LFR-TestCases\distribute-library\single_storage_grid_02\single_storage_grid_02_fromLFR.json,LFR-TestCases/distribute-library/single_storage_grid_02,single_storage_grid_02_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\distribute-library__single_storage_grid_02__single_storage_grid_02_fromLFR.log
New_Benchmarks\LFR-TestCases\distribute-library\single_storage_grid_04\single_storage_grid_04_fromLFR.json,LFR-TestCases/distribute-library/single_storage_grid_04,single_storage_grid_04_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\distribute-library__single_storage_grid_04__single_storage_grid_04_fromLFR.log
New_Benchmarks\LFR-TestCases\distribute-library\single_storage_grid_08\single_storage_grid_08_fromLFR.json,LFR-TestCases/distribute-library/single_storage_grid_08,single_storage_grid_08_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\distribute-library__single_storage_grid_08__single_storage_grid_08_fromLFR.log
New_Benchmarks\LFR-TestCases\distribute-library\single_storage_grid_16\single_storage_grid_16_fromLFR.json,LFR-TestCases/distribute-library/single_storage_grid_16,single_storage_grid_16_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\distribute-library__single_storage_grid_16__single_storage_grid_16_fromLFR.log
New_Benchmarks\LFR-TestCases\distribute-library\single_storage_grid_32\single_storage_grid_32_fromLFR.json,LFR-TestCases/distribute-library/single_storage_grid_32,single_storage_grid_32_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\distribute-library__single_storage_grid_32__single_storage_grid_32_fromLFR.log
New_Benchmarks\LFR-TestCases\distribute-library\single_storage_grid_64\single_storage_grid_64_fromLFR.json,LFR-TestCases/distribute-library/single_storage_grid_64,single_storage_grid_64_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\distribute-library__single_storage_grid_64__single_storage_grid_64_fromLFR.log
New_Benchmarks\LFR-TestCases\distribute-library\transposer_02\transposer_02_fromLFR.json,LFR-TestCases/distribute-library/transposer_02,transposer_02_fromLFR,FAIL:1,Benchmarks\LFR-TestCases\run_logs_20260611_200650\distribute-library__transposer_02__transposer_02_fromLFR.log
New_Benchmarks\LFR-TestCases\distribute-library\transposer_03\transposer_03_fromLFR.json,LFR-TestCases/distribute-library/transposer_03,transposer_03_fromLFR,FAIL:1,Benchmarks\LFR-TestCases\run_logs_20260611_200650\distribute-library__transposer_03__transposer_03_fromLFR.log
New_Benchmarks\LFR-TestCases\distribute-library\transposer_04\transposer_04_fromLFR.json,LFR-TestCases/distribute-library/transposer_04,transposer_04_fromLFR,FAIL:1,Benchmarks\LFR-TestCases\run_logs_20260611_200650\distribute-library__transposer_04__transposer_04_fromLFR.log
New_Benchmarks\LFR-TestCases\distribute-library\transposer_08\transposer_08_fromLFR.json,LFR-TestCases/distribute-library/transposer_08,transposer_08_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\distribute-library__transposer_08__transposer_08_fromLFR.log
New_Benchmarks\LFR-TestCases\distribute-library\transposer_16\transposer_16_fromLFR.json,LFR-TestCases/distribute-library/transposer_16,transposer_16_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\distribute-library__transposer_16__transposer_16_fromLFR.log
New_Benchmarks\LFR-TestCases\distribute-library\transposer_32\transposer_32_fromLFR.json,LFR-TestCases/distribute-library/transposer_32,transposer_32_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\distribute-library__transposer_32__transposer_32_fromLFR.log
New_Benchmarks\LFR-TestCases\distribute-library\transposer_64\transposer_64_fromLFR.json,LFR-TestCases/distribute-library/transposer_64,transposer_64_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\distribute-library__transposer_64__transposer_64_fromLFR.log
New_Benchmarks\LFR-TestCases\dropgen\dropletgenerator\dropletgenerator_fromLFR.json,LFR-TestCases/dropgen/dropletgenerator,dropletgenerator_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\dropgen__dropletgenerator__dropletgenerator_fromLFR.log
New_Benchmarks\LFR-TestCases\dropgen\dropletgenerator2\dropletgenerator2_fromLFR.json,LFR-TestCases/dropgen/dropletgenerator2,dropletgenerator2_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\dropgen__dropletgenerator2__dropletgenerator2_fromLFR.log
New_Benchmarks\LFR-TestCases\dropgen\dropletgenerator3\dropletgenerator3_fromLFR.json,LFR-TestCases/dropgen/dropletgenerator3,dropletgenerator3_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\dropgen__dropletgenerator3__dropletgenerator3_fromLFR.log
New_Benchmarks\LFR-TestCases\dropgen\dropletgenerator4\dropletgenerator4_fromLFR.json,LFR-TestCases/dropgen/dropletgenerator4,dropletgenerator4_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\dropgen__dropletgenerator4__dropletgenerator4_fromLFR.log
New_Benchmarks\LFR-TestCases\dropx\dropx_test1\dropx_test1_fromLFR.json,LFR-TestCases/dropx/dropx_test1,dropx_test1_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\dropx__dropx_test1__dropx_test1_fromLFR.log
New_Benchmarks\LFR-TestCases\dropx\dropx_test2\dropx_test2_fromLFR.json,LFR-TestCases/dropx/dropx_test2,dropx_test2_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\dropx__dropx_test2__dropx_test2_fromLFR.log
New_Benchmarks\LFR-TestCases\dropx\dropx_test3\dropx_test3_fromLFR.json,LFR-TestCases/dropx/dropx_test3,dropx_test3_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\dropx__dropx_test3__dropx_test3_fromLFR.log
New_Benchmarks\LFR-TestCases\dropx\dropx_test4\dropx_test4_fromLFR.json,LFR-TestCases/dropx/dropx_test4,dropx_test4_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\dropx__dropx_test4__dropx_test4_fromLFR.log
New_Benchmarks\LFR-TestCases\dropx\dx1\dx1_fromLFR.json,LFR-TestCases/dropx/dx1,dx1_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\dropx__dx1__dx1_fromLFR.log
New_Benchmarks\LFR-TestCases\dropx\dx10\dx10_fromLFR.json,LFR-TestCases/dropx/dx10,dx10_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\dropx__dx10__dx10_fromLFR.log
New_Benchmarks\LFR-TestCases\dropx\dx11\dx11_fromLFR.json,LFR-TestCases/dropx/dx11,dx11_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\dropx__dx11__dx11_fromLFR.log
New_Benchmarks\LFR-TestCases\dropx\dx12\dx12_fromLFR.json,LFR-TestCases/dropx/dx12,dx12_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\dropx__dx12__dx12_fromLFR.log
New_Benchmarks\LFR-TestCases\dropx\dx13\dx13_fromLFR.json,LFR-TestCases/dropx/dx13,dx13_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\dropx__dx13__dx13_fromLFR.log
New_Benchmarks\LFR-TestCases\dropx\dx14\dx14_fromLFR.json,LFR-TestCases/dropx/dx14,dx14_fromLFR,FAIL:1,Benchmarks\LFR-TestCases\run_logs_20260611_200650\dropx__dx14__dx14_fromLFR.log
New_Benchmarks\LFR-TestCases\dropx\dx15\dx15_fromLFR.json,LFR-TestCases/dropx/dx15,dx15_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\dropx__dx15__dx15_fromLFR.log
New_Benchmarks\LFR-TestCases\dropx\dx2\dx2_fromLFR.json,LFR-TestCases/dropx/dx2,dx2_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\dropx__dx2__dx2_fromLFR.log
New_Benchmarks\LFR-TestCases\dropx\dx3\dx3_fromLFR.json,LFR-TestCases/dropx/dx3,dx3_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\dropx__dx3__dx3_fromLFR.log
New_Benchmarks\LFR-TestCases\dropx\dx4\dx4_fromLFR.json,LFR-TestCases/dropx/dx4,dx4_fromLFR,FAIL:1,Benchmarks\LFR-TestCases\run_logs_20260611_200650\dropx__dx4__dx4_fromLFR.log
New_Benchmarks\LFR-TestCases\dropx\dx5\dx5_fromLFR.json,LFR-TestCases/dropx/dx5,dx5_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\dropx__dx5__dx5_fromLFR.log
New_Benchmarks\LFR-TestCases\dropx\dx6\dx6_fromLFR.json,LFR-TestCases/dropx/dx6,dx6_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\dropx__dx6__dx6_fromLFR.log
New_Benchmarks\LFR-TestCases\dropx\dx7\dx7_fromLFR.json,LFR-TestCases/dropx/dx7,dx7_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\dropx__dx7__dx7_fromLFR.log
New_Benchmarks\LFR-TestCases\dropx\dx8\dx8_fromLFR.json,LFR-TestCases/dropx/dx8,dx8_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\dropx__dx8__dx8_fromLFR.log
New_Benchmarks\LFR-TestCases\dropx\dx9\dx9_fromLFR.json,LFR-TestCases/dropx/dx9,dx9_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\dropx__dx9__dx9_fromLFR.log
New_Benchmarks\LFR-TestCases\Expressions\expression1\expression1_fromLFR.json,LFR-TestCases/Expressions/expression1,expression1_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\Expressions__expression1__expression1_fromLFR.log
New_Benchmarks\LFR-TestCases\Expressions\expression10\expression10_fromLFR.json,LFR-TestCases/Expressions/expression10,expression10_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\Expressions__expression10__expression10_fromLFR.log
New_Benchmarks\LFR-TestCases\Expressions\expression11\expression11_fromLFR.json,LFR-TestCases/Expressions/expression11,expression11_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\Expressions__expression11__expression11_fromLFR.log
New_Benchmarks\LFR-TestCases\Expressions\expression12\expression12_fromLFR.json,LFR-TestCases/Expressions/expression12,expression12_fromLFR,TIMEOUT,Benchmarks\LFR-TestCases\run_logs_20260611_200650\Expressions__expression12__expression12_fromLFR.log
New_Benchmarks\LFR-TestCases\Expressions\expression13\expression13_fromLFR.json,LFR-TestCases/Expressions/expression13,expression13_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\Expressions__expression13__expression13_fromLFR.log
New_Benchmarks\LFR-TestCases\Expressions\expression14\expression14_fromLFR.json,LFR-TestCases/Expressions/expression14,expression14_fromLFR,TIMEOUT,Benchmarks\LFR-TestCases\run_logs_20260611_200650\Expressions__expression14__expression14_fromLFR.log
New_Benchmarks\LFR-TestCases\Expressions\expression15\expression15_fromLFR.json,LFR-TestCases/Expressions/expression15,expression15_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\Expressions__expression15__expression15_fromLFR.log
New_Benchmarks\LFR-TestCases\Expressions\expression2\expression2_fromLFR.json,LFR-TestCases/Expressions/expression2,expression2_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\Expressions__expression2__expression2_fromLFR.log
New_Benchmarks\LFR-TestCases\Expressions\expression3\expression3_fromLFR.json,LFR-TestCases/Expressions/expression3,expression3_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\Expressions__expression3__expression3_fromLFR.log
New_Benchmarks\LFR-TestCases\Expressions\expression4\expression4_fromLFR.json,LFR-TestCases/Expressions/expression4,expression4_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\Expressions__expression4__expression4_fromLFR.log
New_Benchmarks\LFR-TestCases\Expressions\expression5\expression5_fromLFR.json,LFR-TestCases/Expressions/expression5,expression5_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\Expressions__expression5__expression5_fromLFR.log
New_Benchmarks\LFR-TestCases\Expressions\expression6\expression6_fromLFR.json,LFR-TestCases/Expressions/expression6,expression6_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\Expressions__expression6__expression6_fromLFR.log
New_Benchmarks\LFR-TestCases\Expressions\expression7\expression7_fromLFR.json,LFR-TestCases/Expressions/expression7,expression7_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\Expressions__expression7__expression7_fromLFR.log
New_Benchmarks\LFR-TestCases\Expressions\expression8\expression8_fromLFR.json,LFR-TestCases/Expressions/expression8,expression8_fromLFR,FAIL:1,Benchmarks\LFR-TestCases\run_logs_20260611_200650\Expressions__expression8__expression8_fromLFR.log
New_Benchmarks\LFR-TestCases\Expressions\expression9\expression9_fromLFR.json,LFR-TestCases/Expressions/expression9,expression9_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\Expressions__expression9__expression9_fromLFR.log
New_Benchmarks\LFR-TestCases\ghissues\issue10\issue10_fromLFR.json,LFR-TestCases/ghissues/issue10,issue10_fromLFR,FAIL:1,Benchmarks\LFR-TestCases\run_logs_20260611_200650\ghissues__issue10__issue10_fromLFR.log
New_Benchmarks\LFR-TestCases\ghissues\issue15\issue15_fromLFR.json,LFR-TestCases/ghissues/issue15,issue15_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\ghissues__issue15__issue15_fromLFR.log
New_Benchmarks\LFR-TestCases\ghissues\issue2\issue2_fromLFR.json,LFR-TestCases/ghissues/issue2,issue2_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\ghissues__issue2__issue2_fromLFR.log
New_Benchmarks\LFR-TestCases\ghissues\issue3\issue3_fromLFR.json,LFR-TestCases/ghissues/issue3,issue3_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\ghissues__issue3__issue3_fromLFR.log
New_Benchmarks\LFR-TestCases\ghissues\issue6\issue6_fromLFR.json,LFR-TestCases/ghissues/issue6,issue6_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\ghissues__issue6__issue6_fromLFR.log
New_Benchmarks\LFR-TestCases\ghissues\issue7\issue7_fromLFR.json,LFR-TestCases/ghissues/issue7,issue7_fromLFR,OK,Benchmarks\LFR-TestCases\run_logs_20260611_200650\ghissues__issue7__issue7_fromLFR.log
New_Benchmarks\LFR-TestCases\ghissues\issue8\issue8_fromLFR.json,LFR-TestCases/ghissues/issue8,issue8_fromLFR,FAIL:1,Benchmarks\LFR-TestCases\run_logs_20260611_200650\ghissues__issue8__issue8_fromLFR.log
New_Benchmarks\LFR-TestCases\ghissues\issue9\issue9_fromLFR.json,LFR-TestCases/ghissues/issue9,issue9_fromLFR,FAIL:1,Benchmarks\LFR-TestCases\run_logs_20260611_200650\ghissues__issue9__issue9_fromLFR.log
New_Benchmarks\LFR-TestCases\GraphCoverage\cycle\cycle_fromLFR.json,LFR-TestCases/GraphCoverage/cycle,cycle_fromLFR,FAIL:1,Benchmarks\LFR-TestCases\run_logs_20260611_200650\GraphCoverage__cycle__cycle_fromLFR.log
New_Benchmarks\LFR-TestCases\GraphCoverage\n_g_m_map\n_g_m_map_fromLFR.json,LFR-TestCases/GraphCoverage/n_g_m_map,n_g_m_map_fromLFR,FAIL:1,Benchmarks\LFR-TestCases\run_logs_20260611_200650\GraphCoverage__n_g_m_map__n_g_m_map_fromLFR.log
New_Benchmarks\LFR-TestCases\GraphCoverage\n_l_m_map\n_l_m_map_fromLFR.json,LFR-TestCases/GraphCoverage/n_l_m_map,n_l_m_map_fromLFR,FAIL:1,Benchmarks\LFR-TestCases\run_logs_20260611_200650\GraphCoverage__n_l_m_map__n_l_m_map_fromLFR.log
