timestamp_iso,benchmark_label,input_mint_rel,mint_file_stem,success,overall_score,sec_mint_to_unplaced_json_s,sec_unplaced_json_to_pr_s,sec_wall_total_s,pr_json_path
2026-07-22T23:45:06+00:00,Expressions/expression3.mint,Expressions/expression3.mint,expression3,1,0.481586,0.126393,0.002289,0.128682,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/MINT-TestCases/Expressions/expression3/expression3_fromMINT_PR.json
2026-07-22T23:45:07+00:00,Expressions/expression4.mint,Expressions/expression4.mint,expression4,1,0.508206,0.122195,0.002578,0.124773,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/MINT-TestCases/Expressions/expression4/expression4_fromMINT_PR.json
2026-07-22T23:45:09+00:00,Expressions/expression5.mint,Expressions/expression5.mint,expression5,1,0.478817,0.171600,0.002636,0.174236,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/MINT-TestCases/Expressions/expression5/expression5_fromMINT_PR.json
2026-07-22T23:45:10+00:00,Expressions/expression6.mint,Expressions/expression6.mint,expression6,1,0.488698,0.146705,0.002918,0.149623,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/MINT-TestCases/Expressions/expression6/expression6_fromMINT_PR.json
2026-07-22T23:45:11+00:00,Expressions/expression7.mint,Expressions/expression7.mint,expression7,1,0.441697,0.136017,0.001757,0.137775,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/MINT-TestCases/Expressions/expression7/expression7_fromMINT_PR.json
2026-07-22T23:45:12+00:00,Expressions/expression8.mint,Expressions/expression8.mint,expression8,1,0.459201,0.134144,0.001805,0.135949,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/MINT-TestCases/Expressions/expression8/expression8_fromMINT_PR.json
2026-07-22T23:45:13+00:00,Expressions/expression9.mint,Expressions/expression9.mint,expression9,1,0.467006,0.137001,0.002099,0.139100,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/MINT-TestCases/Expressions/expression9/expression9_fromMINT_PR.json
2026-07-22T23:45:14+00:00,GraphCoverage/cycle.mint,GraphCoverage/cycle.mint,cycle,1,0.077626,0.095488,0.000881,0.096369,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/MINT-TestCases/GraphCoverage/cycle/cycle_fromMINT_PR.json
2026-07-22T23:45:15+00:00,GraphCoverage/n_g_m_map.mint,GraphCoverage/n_g_m_map.mint,n_g_m_map,1,0.222270,0.070885,0.000715,0.071601,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/MINT-TestCases/GraphCoverage/n_g_m_map/n_g_m_map_fromMINT_PR.json
2026-07-22T23:45:17+00:00,GraphCoverage/n_l_m_map.mint,GraphCoverage/n_l_m_map.mint,n_l_m_map,1,0.222270,0.072353,0.000665,0.073018,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/MINT-TestCases/GraphCoverage/n_l_m_map/n_l_m_map_fromMINT_PR.json
2026-07-22T23:45:18+00:00,GraphCoverage/one_to_one.mint,GraphCoverage/one_to_one.mint,one_to_one,1,0.619156,0.077300,0.000918,0.078218,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/MINT-TestCases/GraphCoverage/one_to_one/one_to_one_fromMINT_PR.json
2026-07-22T23:45:19+00:00,GraphCoverage/tree_bus.mint,GraphCoverage/tree_bus.mint,tree_bus,1,0.619156,0.077060,0.000837,0.077896,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/MINT-TestCases/GraphCoverage/tree_bus/tree_bus_fromMINT_PR.json
2026-07-22T23:45:20+00:00,GraphCoverage/tree_fanin.mint,GraphCoverage/tree_fanin.mint,tree_fanin,1,0.701167,0.134968,0.002135,0.137103,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/MINT-TestCases/GraphCoverage/tree_fanin/tree_fanin_fromMINT_PR.json
2026-07-22T23:45:21+00:00,GraphCoverage/tree_fanout.mint,GraphCoverage/tree_fanout.mint,tree_fanout,1,0.701167,0.137611,0.002033,0.139644,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/MINT-TestCases/GraphCoverage/tree_fanout/tree_fanout_fromMINT_PR.json
2026-07-22T23:45:22+00:00,LiteratureBenchmarks/device1_scRNA_seq.mint,LiteratureBenchmarks/device1_scRNA_seq.mint,device1_scRNA_seq,1,0.496590,0.130068,0.001969,0.132037,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/MINT-TestCases/LiteratureBenchmarks/device1_scRNA_seq/device1_scRNA_seq_fromMINT_PR.json
2026-07-22T23:45:23+00:00,LiteratureBenchmarks/device2_artificial_cells.mint,LiteratureBenchmarks/device2_artificial_cells.mint,device2_artificial_cells,1,0.331508,0.188311,0.002397,0.190708,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/MINT-TestCases/LiteratureBenchmarks/device2_artificial_cells/device2_artificial_cells_fromMINT_PR.json
2026-07-22T23:45:24+00:00,LiteratureBenchmarks/device4_molecular_diagnostics.mint,LiteratureBenchmarks/device4_molecular_diagnostics.mint,device4_molecular_diagnostics,1,0.497452,0.139707,0.002187,0.141894,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/MINT-TestCases/LiteratureBenchmarks/device4_molecular_diagnostics/device4_molecular_diagnostics_fromMINT_PR.json
2026-07-22T23:45:26+00:00,LiteratureBenchmarks/device5_bacteria_diagnostics.mint,LiteratureBenchmarks/device5_bacteria_diagnostics.mint,device5_bacteria_diagnostics,1,0.436571,0.169141,0.003177,0.172318,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/MINT-TestCases/LiteratureBenchmarks/device5_bacteria_diagnostics/device5_bacteria_diagnostics_fromMINT_PR.json
2026-07-22T23:45:27+00:00,LiteratureBenchmarks/device6_organic_chemical_synthesis.mint,LiteratureBenchmarks/device6_organic_chemical_synthesis.mint,device6_organic_chemical_synthesis,1,0.546165,0.352087,0.006369,0.358456,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/MINT-TestCases/LiteratureBenchmarks/device6_organic_chemical_synthesis/device6_organic_chemical_synthesis_fromMINT_PR.json
2026-07-22T23:45:28+00:00,LiteratureBenchmarks/device7_enzyme_screening.mint,LiteratureBenchmarks/device7_enzyme_screening.mint,device7_enzyme_screening,1,0.361971,0.156249,0.002043,0.158292,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/MINT-TestCases/LiteratureBenchmarks/device7_enzyme_screening/device7_enzyme_screening_fromMINT_PR.json
2026-07-22T23:45:29+00:00,ParserTest/declarations.mint,ParserTest/declarations.mint,declarations,1,0.222270,0.070423,0.000690,0.071114,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/MINT-TestCases/ParserTest/declarations/declarations_fromMINT_PR.json
2026-07-22T23:45:30+00:00,ParserTest/pumpstat.mint,ParserTest/pumpstat.mint,pumpstat,1,0.619156,0.078041,0.000867,0.078908,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/MINT-TestCases/ParserTest/pumpstat/pumpstat_fromMINT_PR.json
2026-07-22T23:45:32+00:00,Protocols/MARS/cell_lysis.mint,Protocols/MARS/cell_lysis.mint,cell_lysis,1,0.417031,0.158265,0.002274,0.160539,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/MINT-TestCases/Protocols/MARS/cell_lysis/cell_lysis_fromMINT_PR.json
2026-07-22T23:45:33+00:00,Protocols/MARS/cell_sorting.mint,Protocols/MARS/cell_sorting.mint,cell_sorting,1,0.661776,0.095831,0.001501,0.097331,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/MINT-TestCases/Protocols/MARS/cell_sorting/cell_sorting_fromMINT_PR.json
2026-07-22T23:45:34+00:00,Protocols/MARS/dna_digest.mint,Protocols/MARS/dna_digest.mint,dna_digest,1,0.510618,0.172074,0.002832,0.174906,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/MINT-TestCases/Protocols/MARS/dna_digest/dna_digest_fromMINT_PR.json
2026-07-22T23:45:35+00:00,Protocols/MARS/fluorescence.mint,Protocols/MARS/fluorescence.mint,fluorescence,1,0.507203,0.160333,0.002340,0.162673,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/MINT-TestCases/Protocols/MARS/fluorescence/fluorescence_fromMINT_PR.json
2026-07-22T23:45:36+00:00,Protocols/MARS/ligation.mint,Protocols/MARS/ligation.mint,ligation,1,0.537844,0.268731,0.005263,0.273995,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/MINT-TestCases/Protocols/MARS/ligation/ligation_fromMINT_PR.json
2026-07-22T23:45:37+00:00,Protocols/MARS/pcr.mint,Protocols/MARS/pcr.mint,pcr,1,0.490145,0.089303,0.001037,0.090340,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/MINT-TestCases/Protocols/MARS/pcr/pcr_fromMINT_PR.json
2026-07-22T23:45:39+00:00,Protocols/MARS/transformation.mint,Protocols/MARS/transformation.mint,transformation,1,0.475954,0.168937,0.003063,0.172000,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/MINT-TestCases/Protocols/MARS/transformation/transformation_fromMINT_PR.json
2026-07-22T23:45:40+00:00,Protocols/directed_evolution.mint,Protocols/directed_evolution.mint,directed_evolution,1,0.404290,0.175940,0.002651,0.178591,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/MINT-TestCases/Protocols/directed_evolution/directed_evolution_fromMINT_PR.json
2026-07-22T23:45:41+00:00,Ryuichi's designs/MFD005chip.mint,Ryuichi's designs/MFD005chip.mint,MFD005chip,1,0.379719,0.147271,0.001823,0.149094,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/MINT-TestCases/Ryuichi's designs/MFD005chip/MFD005chip_fromMINT_PR.json
2026-07-22T23:45:43+00:00,Ryuichi's designs/chemostat_chip.mint,Ryuichi's designs/chemostat_chip.mint,chemostat_chip,1,0.469122,0.509022,0.010636,0.519658,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/MINT-TestCases/Ryuichi's designs/chemostat_chip/chemostat_chip_fromMINT_PR.json
2026-07-22T23:45:44+00:00,Ryuichi's designs/dnasynthesizer.mint,Ryuichi's designs/dnasynthesizer.mint,dnasynthesizer,1,0.408700,0.427611,0.008234,0.435845,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/MINT-TestCases/Ryuichi's designs/dnasynthesizer/dnasynthesizer_fromMINT_PR.json
2026-07-22T23:45:45+00:00,Ryuichi's designs/genetic_clock_testing_tool.mint,Ryuichi's designs/genetic_clock_testing_tool.mint,genetic_clock_testing_tool,1,0.404530,0.101942,0.002312,0.104254,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/MINT-TestCases/Ryuichi's designs/genetic_clock_testing_tool/genetic_clock_testing_tool_fromMINT_PR.json
2026-07-22T23:45:46+00:00,Ryuichi's designs/glycoform.mint,Ryuichi's designs/glycoform.mint,glycoform,1,0.634452,0.092671,0.001687,0.094358,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/MINT-TestCases/Ryuichi's designs/glycoform/glycoform_fromMINT_PR.json
2026-07-22T23:45:48+00:00,Ryuichi's designs/gradient.mint,Ryuichi's designs/gradient.mint,gradient,1,0.595642,0.358930,0.010793,0.369723,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/MINT-TestCases/Ryuichi's designs/gradient/gradient_fromMINT_PR.json
2026-07-22T23:45:49+00:00,Ryuichi's designs/incubator.mint,Ryuichi's designs/incubator.mint,incubator,1,0.072254,0.104426,0.001083,0.105508,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/MINT-TestCases/Ryuichi's designs/incubator/incubator_fromMINT_PR.json
2026-07-22T23:45:50+00:00,Ryuichi's designs/inlet16.mint,Ryuichi's designs/inlet16.mint,inlet16,1,0.411751,0.396589,0.006205,0.402794,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/MINT-TestCases/Ryuichi's designs/inlet16/inlet16_fromMINT_PR.json
2026-07-22T23:45:51+00:00,Ryuichi's designs/kinetics.mint,Ryuichi's designs/kinetics.mint,kinetics,1,0.488120,0.091256,0.001700,0.092956,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/MINT-TestCases/Ryuichi's designs/kinetics/kinetics_fromMINT_PR.json
2026-07-22T23:45:52+00:00,Ryuichi's designs/microalgal_bioassay.mint,Ryuichi's designs/microalgal_bioassay.mint,microalgal_bioassay,1,0.503321,0.136213,0.003429,0.139642,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/MINT-TestCases/Ryuichi's designs/microalgal_bioassay/microalgal_bioassay_fromMINT_PR.json
2026-07-22T23:45:54+00:00,Ryuichi's designs/microdroplet.mint,Ryuichi's designs/microdroplet.mint,microdroplet,1,0.401377,0.152522,0.002567,0.155089,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/MINT-TestCases/Ryuichi's designs/microdroplet/microdroplet_fromMINT_PR.json
2026-07-22T23:45:55+00:00,Ryuichi's designs/microreactor.mint,Ryuichi's designs/microreactor.mint,microreactor,1,0.470305,0.122905,0.002945,0.125851,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/MINT-TestCases/Ryuichi's designs/microreactor/microreactor_fromMINT_PR.json
2026-07-22T23:45:56+00:00,Ryuichi's designs/mux96chambers.mint,Ryuichi's designs/mux96chambers.mint,mux96chambers,1,0.377107,0.681485,0.008692,0.690177,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/MINT-TestCases/Ryuichi's designs/mux96chambers/mux96chambers_fromMINT_PR.json
2026-07-22T23:45:58+00:00,Ryuichi's designs/nine_to_one_mux.mint,Ryuichi's designs/nine_to_one_mux.mint,nine_to_one_mux,1,0.510169,0.255486,0.004503,0.259989,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/MINT-TestCases/Ryuichi's designs/nine_to_one_mux/nine_to_one_mux_fromMINT_PR.json
2026-07-22T23:45:59+00:00,Ryuichi's designs/olfactory.mint,Ryuichi's designs/olfactory.mint,olfactory,1,0.449956,0.179365,0.002944,0.182309,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/MINT-TestCases/Ryuichi's designs/olfactory/olfactory_fromMINT_PR.json
2026-07-22T23:46:00+00:00,Ryuichi's designs/pre_processor_dump.mint,Ryuichi's designs/pre_processor_dump.mint,pre_processor_dump,1,0.470145,0.108795,0.002574,0.111369,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/MINT-TestCases/Ryuichi's designs/pre_processor_dump/pre_processor_dump_fromMINT_PR.json
2026-07-22T23:46:01+00:00,Ryuichi's designs/rootchip.mint,Ryuichi's designs/rootchip.mint,rootchip,1,0.157350,0.107157,0.001159,0.108316,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/MINT-TestCases/Ryuichi's designs/rootchip/rootchip_fromMINT_PR.json
2026-07-22T23:46:02+00:00,Ryuichi's designs/seeding.mint,Ryuichi's designs/seeding.mint,seeding,1,0.400915,0.129486,0.001750,0.131236,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/MINT-TestCases/Ryuichi's designs/seeding/seeding_fromMINT_PR.json
2026-07-22T23:46:03+00:00,TechnologyMapping/cycle.mint,TechnologyMapping/cycle.mint,cycle,1,0.077626,0.101637,0.000864,0.102502,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/MINT-TestCases/TechnologyMapping/cycle/cycle_fromMINT_PR.json
2026-07-22T23:46:05+00:00,TechnologyMapping/instance_mapping.mint,TechnologyMapping/instance_mapping.mint,instance_mapping,1,0.484430,0.090052,0.001021,0.091073,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/MINT-TestCases/TechnologyMapping/instance_mapping/instance_mapping_fromMINT_PR.json
2026-07-22T23:46:06+00:00,TechnologyMapping/n_g_m_map.mint,TechnologyMapping/n_g_m_map.mint,n_g_m_map,1,0.534472,0.146699,0.002098,0.148796,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/MINT-TestCases/TechnologyMapping/n_g_m_map/n_g_m_map_fromMINT_PR.json
2026-07-22T23:46:07+00:00,TechnologyMapping/n_l_m_map.mint,TechnologyMapping/n_l_m_map.mint,n_l_m_map,1,0.536282,0.140720,0.002300,0.143020,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/MINT-TestCases/TechnologyMapping/n_l_m_map/n_l_m_map_fromMINT_PR.json
2026-07-22T23:46:08+00:00,TechnologyMapping/one_to_one_mapping.mint,TechnologyMapping/one_to_one_mapping.mint,one_to_one_mapping,1,0.484430,0.086879,0.001043,0.087922,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/MINT-TestCases/TechnologyMapping/one_to_one_mapping/one_to_one_mapping_fromMINT_PR.json
2026-07-22T23:46:09+00:00,TechnologyMapping/tree_bus.mint,TechnologyMapping/tree_bus.mint,tree_bus,1,0.593447,0.157440,0.003832,0.161272,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/MINT-TestCases/TechnologyMapping/tree_bus/tree_bus_fromMINT_PR.json
2026-07-22T23:46:10+00:00,TechnologyMapping/tree_fanin_mapping.mint,TechnologyMapping/tree_fanin_mapping.mint,tree_fanin_mapping,1,0.598555,0.162826,0.002826,0.165652,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/MINT-TestCases/TechnologyMapping/tree_fanin_mapping/tree_fanin_mapping_fromMINT_PR.json
2026-07-22T23:46:11+00:00,TechnologyMapping/tree_fanout_mapping.mint,TechnologyMapping/tree_fanout_mapping.mint,tree_fanout_mapping,1,0.598848,0.156955,0.002804,0.159759,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/MINT-TestCases/TechnologyMapping/tree_fanout_mapping/tree_fanout_mapping_fromMINT_PR.json
2026-07-22T23:46:13+00:00,TechnologyMapping/tree_fanout_mapping2.mint,TechnologyMapping/tree_fanout_mapping2.mint,tree_fanout_mapping2,1,0.596981,0.157101,0.002298,0.159399,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/MINT-TestCases/TechnologyMapping/tree_fanout_mapping2/tree_fanout_mapping2_fromMINT_PR.json
2026-07-22T23:46:14+00:00,TechnologyMapping/tree_fanout_mapping3.mint,TechnologyMapping/tree_fanout_mapping3.mint,tree_fanout_mapping3,1,0.598629,0.166462,0.003724,0.170186,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/MINT-TestCases/TechnologyMapping/tree_fanout_mapping3/tree_fanout_mapping3_fromMINT_PR.json
2026-07-22T23:46:15+00:00,TechnologyMapping/tree_storage_bus_mapping.mint,TechnologyMapping/tree_storage_bus_mapping.mint,tree_storage_bus_mapping,1,0.596029,0.213883,0.005180,0.219062,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/MINT-TestCases/TechnologyMapping/tree_storage_bus_mapping/tree_storage_bus_mapping_fromMINT_PR.json
2026-07-22T23:46:16+00:00,Transport Networks/distribute_network_examples.mint,Transport Networks/distribute_network_examples.mint,distribute_network_examples,1,0.511295,0.288111,0.003447,0.291557,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/MINT-TestCases/Transport Networks/distribute_network_examples/distribute_network_examples_fromMINT_PR.json
2026-07-22T23:46:18+00:00,Transport Networks/one_to_8.mint,Transport Networks/one_to_8.mint,one_to_8,1,0.511187,0.284269,0.003455,0.287724,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/MINT-TestCases/Transport Networks/one_to_8/one_to_8_fromMINT_PR.json
2026-07-22T23:46:19+00:00,Transport Networks/one_to_one.mint,Transport Networks/one_to_one.mint,one_to_one,1,0.429446,0.095659,0.001087,0.096746,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/MINT-TestCases/Transport Networks/one_to_one/one_to_one_fromMINT_PR.json
2026-07-22T23:46:20+00:00,base/grad_gen_h.mint,base/grad_gen_h.mint,grad_gen_h,1,0.555165,0.186997,0.002884,0.189881,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/MINT-TestCases/base/grad_gen_h/grad_gen_h_fromMINT_PR.json
2026-07-22T23:46:21+00:00,base/grad_gen_v.mint,base/grad_gen_v.mint,grad_gen_v,1,0.555256,0.171223,0.002695,0.173918,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/MINT-TestCases/base/grad_gen_v/grad_gen_v_fromMINT_PR.json
2026-07-22T23:46:23+00:00,base/grid_4_mixer.mint,base/grid_4_mixer.mint,grid_4_mixer,1,0.331848,0.503763,0.009675,0.513438,/home/cidar-ron/Downloads/Neptune_2026/Microfluidics-Benchmarks/Results/MINT-TestCases/base/grid_4_mixer/grid_4_mixer_fromMINT_PR.json
