"source_json","category","filename","status","log"
"prompt_test/Results/claude/round2/mixer_3to1/mixer_3to1_fromLFR.json","Quick_Examples/prompt_test/Results/claude/round2/mixer_3to1","mixer_3to1_fromLFR","OK","Benchmarks\Quick_Examples\run_logs_all_20260813_160850\015__prompt_test__Results__claude__round2__mixer_3to1__mixer_3to1_fromLFR.log"
"prompt_test/Results/claude/round3/dx2/dx2_fromLFR.json","Quick_Examples/prompt_test/Results/claude/round3/dx2","dx2_fromLFR","OK","Benchmarks\Quick_Examples\run_logs_all_20260813_160850\016__prompt_test__Results__claude__round3__dx2__dx2_fromLFR.log"
"prompt_test/Results/claude/round3/dx3/dx3_fromLFR.json","Quick_Examples/prompt_test/Results/claude/round3/dx3","dx3_fromLFR","OK","Benchmarks\Quick_Examples\run_logs_all_20260813_160850\017__prompt_test__Results__claude__round3__dx3__dx3_fromLFR.log"
"prompt_test/Results/claude/round3/flow_only_demo/flow_only_demo_fromLFR.json","Quick_Examples/prompt_test/Results/claude/round3/flow_only_demo","flow_only_demo_fromLFR","OK","Benchmarks\Quick_Examples\run_logs_all_20260813_160850\018__prompt_test__Results__claude__round3__flow_only_demo__flow_only_demo_fromLFR.log"
"prompt_test/Results/claude/round3/mixer_3to1/mixer_3to1_fromLFR.json","Quick_Examples/prompt_test/Results/claude/round3/mixer_3to1","mixer_3to1_fromLFR","OK","Benchmarks\Quick_Examples\run_logs_all_20260813_160850\019__prompt_test__Results__claude__round3__mixer_3to1__mixer_3to1_fromLFR.log"
"prompt_test/Results/deepseek/round1/dx2/dx2_fromLFR.json","Quick_Examples/prompt_test/Results/deepseek/round1/dx2","dx2_fromLFR","OK","Benchmarks\Quick_Examples\run_logs_all_20260813_160850\020__prompt_test__Results__deepseek__round1__dx2__dx2_fromLFR.log"
"prompt_test/Results/deepseek/round1/dx3/dx3_fromLFR.json","Quick_Examples/prompt_test/Results/deepseek/round1/dx3","dx3_fromLFR","OK","Benchmarks\Quick_Examples\run_logs_all_20260813_160850\021__prompt_test__Results__deepseek__round1__dx3__dx3_fromLFR.log"
"prompt_test/Results/deepseek/round1/flow_only_demo/flow_only_demo_fromLFR.json","Quick_Examples/prompt_test/Results/deepseek/round1/flow_only_demo","flow_only_demo_fromLFR","OK","Benchmarks\Quick_Examples\run_logs_all_20260813_160850\022__prompt_test__Results__deepseek__round1__flow_only_demo__flow_only_demo_fromLFR.log"
"prompt_test/Results/deepseek/round1/mixer_3to1/mixer_3to1_fromLFR.json","Quick_Examples/prompt_test/Results/deepseek/round1/mixer_3to1","mixer_3to1_fromLFR","OK","Benchmarks\Quick_Examples\run_logs_all_20260813_160850\023__prompt_test__Results__deepseek__round1__mixer_3to1__mixer_3to1_fromLFR.log"
"prompt_test/Results/deepseek/round2/dx2/dx2_fromLFR.json","Quick_Examples/prompt_test/Results/deepseek/round2/dx2","dx2_fromLFR","OK","Benchmarks\Quick_Examples\run_logs_all_20260813_160850\024__prompt_test__Results__deepseek__round2__dx2__dx2_fromLFR.log"
"prompt_test/Results/deepseek/round2/dx3/dx3_fromLFR.json","Quick_Examples/prompt_test/Results/deepseek/round2/dx3","dx3_fromLFR","OK","Benchmarks\Quick_Examples\run_logs_all_20260813_160850\025__prompt_test__Results__deepseek__round2__dx3__dx3_fromLFR.log"
"prompt_test/Results/deepseek/round2/flow_only_demo/flow_only_demo_fromLFR.json","Quick_Examples/prompt_test/Results/deepseek/round2/flow_only_demo","flow_only_demo_fromLFR","OK","Benchmarks\Quick_Examples\run_logs_all_20260813_160850\026__prompt_test__Results__deepseek__round2__flow_only_demo__flow_only_demo_fromLFR.log"
"prompt_test/Results/deepseek/round2/mixer_3to1/mixer_3to1_fromLFR.json","Quick_Examples/prompt_test/Results/deepseek/round2/mixer_3to1","mixer_3to1_fromLFR","OK","Benchmarks\Quick_Examples\run_logs_all_20260813_160850\027__prompt_test__Results__deepseek__round2__mixer_3to1__mixer_3to1_fromLFR.log"
"prompt_test/Results/deepseek/round3/dx2/dx2_fromLFR.json","Quick_Examples/prompt_test/Results/deepseek/round3/dx2","dx2_fromLFR","OK","Benchmarks\Quick_Examples\run_logs_all_20260813_160850\028__prompt_test__Results__deepseek__round3__dx2__dx2_fromLFR.log"
"prompt_test/Results/deepseek/round3/dx3/dx3_fromLFR.json","Quick_Examples/prompt_test/Results/deepseek/round3/dx3","dx3_fromLFR","OK","Benchmarks\Quick_Examples\run_logs_all_20260813_160850\029__prompt_test__Results__deepseek__round3__dx3__dx3_fromLFR.log"
"prompt_test/Results/deepseek/round3/flow_only_demo/flow_only_demo_fromLFR.json","Quick_Examples/prompt_test/Results/deepseek/round3/flow_only_demo","flow_only_demo_fromLFR","OK","Benchmarks\Quick_Examples\run_logs_all_20260813_160850\030__prompt_test__Results__deepseek__round3__flow_only_demo__flow_only_demo_fromLFR.log"
"prompt_test/Results/deepseek/round3/mixer_3to1/mixer_3to1_fromLFR.json","Quick_Examples/prompt_test/Results/deepseek/round3/mixer_3to1","mixer_3to1_fromLFR","OK","Benchmarks\Quick_Examples\run_logs_all_20260813_160850\031__prompt_test__Results__deepseek__round3__mixer_3to1__mixer_3to1_fromLFR.log"
"prompt_test/Results/gemini/round1/dx3/dx3_fromLFR.json","Quick_Examples/prompt_test/Results/gemini/round1/dx3","dx3_fromLFR","OK","Benchmarks\Quick_Examples\run_logs_all_20260813_160850\032__prompt_test__Results__gemini__round1__dx3__dx3_fromLFR.log"
"prompt_test/Results/gemini/round1/flow_only_demo/flow_only_demo_fromLFR.json","Quick_Examples/prompt_test/Results/gemini/round1/flow_only_demo","flow_only_demo_fromLFR","OK","Benchmarks\Quick_Examples\run_logs_all_20260813_160850\033__prompt_test__Results__gemini__round1__flow_only_demo__flow_only_demo_fromLFR.log"
"prompt_test/Results/gemini/round1/mixer_3to1/mixer_3to1_fromLFR.json","Quick_Examples/prompt_test/Results/gemini/round1/mixer_3to1","mixer_3to1_fromLFR","OK","Benchmarks\Quick_Examples\run_logs_all_20260813_160850\034__prompt_test__Results__gemini__round1__mixer_3to1__mixer_3to1_fromLFR.log"
"prompt_test/Results/gemini/round2/dx2/dx2_fromLFR.json","Quick_Examples/prompt_test/Results/gemini/round2/dx2","dx2_fromLFR","OK","Benchmarks\Quick_Examples\run_logs_all_20260813_160850\035__prompt_test__Results__gemini__round2__dx2__dx2_fromLFR.log"
"prompt_test/Results/gemini/round2/dx3/dx3_fromLFR.json","Quick_Examples/prompt_test/Results/gemini/round2/dx3","dx3_fromLFR","OK","Benchmarks\Quick_Examples\run_logs_all_20260813_160850\036__prompt_test__Results__gemini__round2__dx3__dx3_fromLFR.log"
"prompt_test/Results/gemini/round2/flow_only_demo/flow_only_demo_fromLFR.json","Quick_Examples/prompt_test/Results/gemini/round2/flow_only_demo","flow_only_demo_fromLFR","OK","Benchmarks\Quick_Examples\run_logs_all_20260813_160850\037__prompt_test__Results__gemini__round2__flow_only_demo__flow_only_demo_fromLFR.log"
"prompt_test/Results/gemini/round2/mixer_3to1/mixer_3to1_fromLFR.json","Quick_Examples/prompt_test/Results/gemini/round2/mixer_3to1","mixer_3to1_fromLFR","OK","Benchmarks\Quick_Examples\run_logs_all_20260813_160850\038__prompt_test__Results__gemini__round2__mixer_3to1__mixer_3to1_fromLFR.log"
"prompt_test/Results/gemini/round3/flow_only_demo/flow_only_demo_fromLFR.json","Quick_Examples/prompt_test/Results/gemini/round3/flow_only_demo","flow_only_demo_fromLFR","OK","Benchmarks\Quick_Examples\run_logs_all_20260813_160850\039__prompt_test__Results__gemini__round3__flow_only_demo__flow_only_demo_fromLFR.log"
"prompt_test/Results/gemini/round3/mixer_3to1/mixer_3to1_fromLFR.json","Quick_Examples/prompt_test/Results/gemini/round3/mixer_3to1","mixer_3to1_fromLFR","OK","Benchmarks\Quick_Examples\run_logs_all_20260813_160850\040__prompt_test__Results__gemini__round3__mixer_3to1__mixer_3to1_fromLFR.log"
"prompt_test/Results/openai/round1/dx2/dx2_fromLFR.json","Quick_Examples/prompt_test/Results/openai/round1/dx2","dx2_fromLFR","OK","Benchmarks\Quick_Examples\run_logs_all_20260813_160850\041__prompt_test__Results__openai__round1__dx2__dx2_fromLFR.log"
"prompt_test/Results/openai/round1/dx3/dx3_fromLFR.json","Quick_Examples/prompt_test/Results/openai/round1/dx3","dx3_fromLFR","OK","Benchmarks\Quick_Examples\run_logs_all_20260813_160850\042__prompt_test__Results__openai__round1__dx3__dx3_fromLFR.log"
"prompt_test/Results/openai/round1/flow_only_demo/flow_only_demo_fromLFR.json","Quick_Examples/prompt_test/Results/openai/round1/flow_only_demo","flow_only_demo_fromLFR","OK","Benchmarks\Quick_Examples\run_logs_all_20260813_160850\043__prompt_test__Results__openai__round1__flow_only_demo__flow_only_demo_fromLFR.log"
"prompt_test/Results/openai/round1/mixer_3to1/mixer_3to1_fromLFR.json","Quick_Examples/prompt_test/Results/openai/round1/mixer_3to1","mixer_3to1_fromLFR","OK","Benchmarks\Quick_Examples\run_logs_all_20260813_160850\044__prompt_test__Results__openai__round1__mixer_3to1__mixer_3to1_fromLFR.log"
"prompt_test/Results/openai/round2/dx2/dx2_fromLFR.json","Quick_Examples/prompt_test/Results/openai/round2/dx2","dx2_fromLFR","OK","Benchmarks\Quick_Examples\run_logs_all_20260813_160850\045__prompt_test__Results__openai__round2__dx2__dx2_fromLFR.log"
"prompt_test/Results/openai/round2/dx3/dx3_fromLFR.json","Quick_Examples/prompt_test/Results/openai/round2/dx3","dx3_fromLFR","OK","Benchmarks\Quick_Examples\run_logs_all_20260813_160850\046__prompt_test__Results__openai__round2__dx3__dx3_fromLFR.log"
"prompt_test/Results/openai/round2/flow_only_demo/flow_only_demo_fromLFR.json","Quick_Examples/prompt_test/Results/openai/round2/flow_only_demo","flow_only_demo_fromLFR","OK","Benchmarks\Quick_Examples\run_logs_all_20260813_160850\047__prompt_test__Results__openai__round2__flow_only_demo__flow_only_demo_fromLFR.log"
"prompt_test/Results/openai/round2/mixer_3to1/mixer_3to1_fromLFR.json","Quick_Examples/prompt_test/Results/openai/round2/mixer_3to1","mixer_3to1_fromLFR","OK","Benchmarks\Quick_Examples\run_logs_all_20260813_160850\048__prompt_test__Results__openai__round2__mixer_3to1__mixer_3to1_fromLFR.log"
"prompt_test/Results/openai/round3/dx2/dx2_fromLFR.json","Quick_Examples/prompt_test/Results/openai/round3/dx2","dx2_fromLFR","OK","Benchmarks\Quick_Examples\run_logs_all_20260813_160850\049__prompt_test__Results__openai__round3__dx2__dx2_fromLFR.log"
"prompt_test/Results/openai/round3/dx3/dx3_fromLFR.json","Quick_Examples/prompt_test/Results/openai/round3/dx3","dx3_fromLFR","OK","Benchmarks\Quick_Examples\run_logs_all_20260813_160850\050__prompt_test__Results__openai__round3__dx3__dx3_fromLFR.log"
"prompt_test/Results/openai/round3/flow_only_demo/flow_only_demo_fromLFR.json","Quick_Examples/prompt_test/Results/openai/round3/flow_only_demo","flow_only_demo_fromLFR","OK","Benchmarks\Quick_Examples\run_logs_all_20260813_160850\051__prompt_test__Results__openai__round3__flow_only_demo__flow_only_demo_fromLFR.log"
"prompt_test/Results/openai/round3/mixer_3to1/mixer_3to1_fromLFR.json","Quick_Examples/prompt_test/Results/openai/round3/mixer_3to1","mixer_3to1_fromLFR","OK","Benchmarks\Quick_Examples\run_logs_all_20260813_160850\052__prompt_test__Results__openai__round3__mixer_3to1__mixer_3to1_fromLFR.log"
"prompt_test/Results/qwen/round1/dx2/dx2_fromLFR.json","Quick_Examples/prompt_test/Results/qwen/round1/dx2","dx2_fromLFR","OK","Benchmarks\Quick_Examples\run_logs_all_20260813_160850\053__prompt_test__Results__qwen__round1__dx2__dx2_fromLFR.log"
"prompt_test/Results/qwen/round1/dx3/dx3_fromLFR.json","Quick_Examples/prompt_test/Results/qwen/round1/dx3","dx3_fromLFR","OK","Benchmarks\Quick_Examples\run_logs_all_20260813_160850\054__prompt_test__Results__qwen__round1__dx3__dx3_fromLFR.log"
"prompt_test/Results/qwen/round1/flow_and_control_demo/flow_and_control_demo_fromLFR.json","Quick_Examples/prompt_test/Results/qwen/round1/flow_and_control_demo","flow_and_control_demo_fromLFR","OK","Benchmarks\Quick_Examples\run_logs_all_20260813_160850\055__prompt_test__Results__qwen__round1__flow_and_control_demo__flow_and_control_demo_fromLFR.log"
"prompt_test/Results/qwen/round1/flow_only_demo/flow_only_demo_fromLFR.json","Quick_Examples/prompt_test/Results/qwen/round1/flow_only_demo","flow_only_demo_fromLFR","OK","Benchmarks\Quick_Examples\run_logs_all_20260813_160850\056__prompt_test__Results__qwen__round1__flow_only_demo__flow_only_demo_fromLFR.log"
"prompt_test/Results/qwen/round1/mixer_3to1/mixer_3to1_fromLFR.json","Quick_Examples/prompt_test/Results/qwen/round1/mixer_3to1","mixer_3to1_fromLFR","OK","Benchmarks\Quick_Examples\run_logs_all_20260813_160850\057__prompt_test__Results__qwen__round1__mixer_3to1__mixer_3to1_fromLFR.log"
"prompt_test/Results/qwen/round2/dx2/dx2_fromLFR.json","Quick_Examples/prompt_test/Results/qwen/round2/dx2","dx2_fromLFR","OK","Benchmarks\Quick_Examples\run_logs_all_20260813_160850\058__prompt_test__Results__qwen__round2__dx2__dx2_fromLFR.log"
"prompt_test/Results/qwen/round2/dx3/dx3_fromLFR.json","Quick_Examples/prompt_test/Results/qwen/round2/dx3","dx3_fromLFR","OK","Benchmarks\Quick_Examples\run_logs_all_20260813_160850\059__prompt_test__Results__qwen__round2__dx3__dx3_fromLFR.log"
"prompt_test/Results/qwen/round2/flow_and_control_demo/flow_and_control_demo_fromLFR.json","Quick_Examples/prompt_test/Results/qwen/round2/flow_and_control_demo","flow_and_control_demo_fromLFR","OK","Benchmarks\Quick_Examples\run_logs_all_20260813_160850\060__prompt_test__Results__qwen__round2__flow_and_control_demo__flow_and_control_demo_fromLFR.log"
"prompt_test/Results/qwen/round2/flow_only_demo/flow_only_demo_fromLFR.json","Quick_Examples/prompt_test/Results/qwen/round2/flow_only_demo","flow_only_demo_fromLFR","OK","Benchmarks\Quick_Examples\run_logs_all_20260813_160850\061__prompt_test__Results__qwen__round2__flow_only_demo__flow_only_demo_fromLFR.log"
"prompt_test/Results/qwen/round2/mixer_3to1/mixer_3to1_fromLFR.json","Quick_Examples/prompt_test/Results/qwen/round2/mixer_3to1","mixer_3to1_fromLFR","OK","Benchmarks\Quick_Examples\run_logs_all_20260813_160850\062__prompt_test__Results__qwen__round2__mixer_3to1__mixer_3to1_fromLFR.log"
"prompt_test/Results/qwen/round3/dx2/dx2_fromLFR.json","Quick_Examples/prompt_test/Results/qwen/round3/dx2","dx2_fromLFR","OK","Benchmarks\Quick_Examples\run_logs_all_20260813_160850\063__prompt_test__Results__qwen__round3__dx2__dx2_fromLFR.log"
"prompt_test/Results/qwen/round3/dx3/dx3_fromLFR.json","Quick_Examples/prompt_test/Results/qwen/round3/dx3","dx3_fromLFR","OK","Benchmarks\Quick_Examples\run_logs_all_20260813_160850\064__prompt_test__Results__qwen__round3__dx3__dx3_fromLFR.log"
"prompt_test/Results/qwen/round3/flow_and_control_demo/flow_and_control_demo_fromLFR.json","Quick_Examples/prompt_test/Results/qwen/round3/flow_and_control_demo","flow_and_control_demo_fromLFR","OK","Benchmarks\Quick_Examples\run_logs_all_20260813_160850\065__prompt_test__Results__qwen__round3__flow_and_control_demo__flow_and_control_demo_fromLFR.log"
"prompt_test/Results/qwen/round3/flow_only_demo/flow_only_demo_fromLFR.json","Quick_Examples/prompt_test/Results/qwen/round3/flow_only_demo","flow_only_demo_fromLFR","OK","Benchmarks\Quick_Examples\run_logs_all_20260813_160850\066__prompt_test__Results__qwen__round3__flow_only_demo__flow_only_demo_fromLFR.log"
"prompt_test/Results/qwen/round3/mixer_3to1/mixer_3to1_fromLFR.json","Quick_Examples/prompt_test/Results/qwen/round3/mixer_3to1","mixer_3to1_fromLFR","OK","Benchmarks\Quick_Examples\run_logs_all_20260813_160850\067__prompt_test__Results__qwen__round3__mixer_3to1__mixer_3to1_fromLFR.log"
"test_DIY_crossing/test_DIY_crossing_fromLFR.json","Quick_Examples/test_DIY_crossing","test_DIY_crossing_fromLFR","OK","Benchmarks\Quick_Examples\run_logs_all_20260813_160850\068__test_DIY_crossing__test_DIY_crossing_fromLFR.log"
"test_DIY_fork/test_DIY_fork_fromLFR.json","Quick_Examples/test_DIY_fork","test_DIY_fork_fromLFR","OK","Benchmarks\Quick_Examples\run_logs_all_20260813_160850\069__test_DIY_fork__test_DIY_fork_fromLFR.log"
